Gene1,Gene2,CC,p_value,Gene1_ID,Gene2_ID
THAP4,ZNF276,0.9839725746369932,3.8325899624881037e-4,ENSG00000176946,ENSG00000158805
PLAGL2,ZNF276,0.8268902280038829,0.04235670006410565,ENSG00000126003,ENSG00000158805
HINFP,ZNF276,0.9280354410934261,0.00758199806223568,ENSG00000172273,ENSG00000158805
SSRP1,ZNF276,0.9700618301883251,0.0013310243163476975,ENSG00000149136,ENSG00000158805
STAT1,ZNF276,0.9374137051919176,0.005752989802106966,ENSG00000115415,ENSG00000158805
REL,ZNF276,0.842969017841071,0.0350520017917737,ENSG00000162924,ENSG00000158805
DNAJC2,ZNF276,0.8118806085735057,0.04975468846957771,ENSG00000105821,ENSG00000158805
ZC3H6,ZNF276,0.8416081326181281,0.03564510918927493,NA,ENSG00000158805
PHTF2,ZNF276,0.8661650131483674,0.025669092551652586,ENSG00000006576,ENSG00000158805
GATAD1,ZNF276,0.9282566806772755,0.007536020642989044,ENSG00000157259,ENSG00000158805
MYNN,ZNF276,0.9587365229662201,0.0025188826695508723,ENSG00000085274,ENSG00000158805
THAP5,ZNF276,0.9181923937882688,0.009764978585559293,ENSG00000177683,ENSG00000158805
DBX2,ZNF276,0.9349289019904613,0.006213608117579958,ENSG00000185610,ENSG00000158805
HPF1,ZNF276,0.8870296316810589,0.018422575078764807,ENSG00000056050,ENSG00000158805
MUM1,ZNF276,0.8403481154920976,0.0361984249121215,NA,ENSG00000158805
SMARCA5,ZNF276,0.8767239812560123,0.021858753797789888,ENSG00000153147,ENSG00000158805
MTA3,ZNF276,0.9743637317328367,9.774030643068664e-4,ENSG00000057935,ENSG00000158805
KAT7,ZNF276,0.8911659936752523,0.017122700652550546,ENSG00000136504,ENSG00000158805
DMAP1,ZNF276,0.9622882211515923,0.002106450959781001,ENSG00000178028,ENSG00000158805
ZNF276,ZNF410,0.9553241804659189,0.0029493083979866604,ENSG00000158805,ENSG00000119725
TBP,ZNF276,0.9860975901804455,2.8857199016332666e-4,ENSG00000112592,ENSG00000158805
NR1D2,ZNF276,0.8653885877476282,0.025960753432167624,ENSG00000174738,ENSG00000158805
NR2C1,ZNF276,0.8704737313581312,0.024079046783341742,ENSG00000120798,ENSG00000158805
EAF2,ZNF276,0.9166330343282736,0.01013537411784531,ENSG00000145088,ENSG00000158805
CNOT4,ZNF276,0.9964915055416412,1.844270608170464e-5,ENSG00000080802,ENSG00000158805
ZBTB1,ZNF276,0.8825599074319667,0.019878385839120053,ENSG00000126804,ENSG00000158805
PHF5A,ZNF276,0.943644060800197,0.004674494821906531,ENSG00000100410,ENSG00000158805
NEUROG2,ZNF276,0.8685953417414033,0.024766282097850978,ENSG00000178403,ENSG00000158805
ATF4,ZNF276,0.8192684333993404,0.04604414991512085,ENSG00000128272,ENSG00000158805
NFKB1,ZNF276,0.974103430026125,9.97264966004391e-4,ENSG00000109320,ENSG00000158805
PRDM4,ZNF276,0.9393345827940015,0.005408806016732435,ENSG00000110851,ENSG00000158805
ZBTB2,ZNF276,0.9761694184012025,8.450782756420207e-4,ENSG00000181472,ENSG00000158805
KDM5A,ZNF276,0.8761288133962433,0.02206576217289599,ENSG00000073614,ENSG00000158805
TBPL1,ZNF276,0.8983094314536265,0.014985667949588876,ENSG00000028839,ENSG00000158805
TEAD4,ZNF276,0.8340631785693531,0.039018005488979955,ENSG00000197905,ENSG00000158805
TGIF1,ZNF276,0.958897228698462,0.0024994364250609112,ENSG00000177426,ENSG00000158805
LYAR,ZNF276,0.8265759034717961,0.04250593149619217,ENSG00000145220,ENSG00000158805
ROR2,ZNF276,0.8580832594919665,0.028781414644972917,ENSG00000169071,ENSG00000158805
GABPA,ZNF276,0.9251482130226819,0.008194495598254734,ENSG00000154727,ENSG00000158805
KLF11,ZNF276,0.9186662426002786,0.009653751412725224,ENSG00000172059,ENSG00000158805
E2F6,ZNF276,0.9331556342040991,0.0065529178884709445,ENSG00000169016,ENSG00000158805
MYCN,ZNF276,0.9372013658886642,0.0057916741734679285,ENSG00000134323,ENSG00000158805
ZNF276,ZNF512,0.825361858800737,0.04308462158243035,ENSG00000158805,ENSG00000243943
NCOA1,ZNF276,0.8506934654327192,0.031774458320613076,ENSG00000084676,ENSG00000158805
HMBOX1,ZNF276,0.9396869654007063,0.0053467939925305515,ENSG00000147421,ENSG00000158805
CDC5L,ZNF276,0.8681162052681523,0.024943053437255704,ENSG00000096401,ENSG00000158805
TFDP1,ZNF276,0.8958132759555182,0.01571684334745315,ENSG00000198176,ENSG00000158805
GTF3A,ZNF276,0.9320834962753474,0.006762339636621937,ENSG00000122034,ENSG00000158805
PSPC1,ZNF276,0.9615272790500166,0.0021917526820364563,ENSG00000121390,ENSG00000158805
YY1,ZNF276,0.9319518865500002,0.0067882686650909746,NA,ENSG00000158805
TGIF2,ZNF276,0.9324617510620998,0.0066880876111568704,ENSG00000118707,ENSG00000158805
TFDP2,ZNF276,0.8430678944536107,0.03500909133699745,ENSG00000114126,ENSG00000158805
TSC22D2,ZNF276,0.9513522242036396,0.0034923440736687357,ENSG00000196428,ENSG00000158805
TFAP4,ZNF276,0.9778263564867239,7.320546371539821e-4,ENSG00000090447,ENSG00000158805
HMG20B,ZNF276,0.9197145829730096,0.009409872490166577,ENSG00000064961,ENSG00000158805
NFKBIB,ZNF276,0.9522608380098022,0.0033641419476989967,ENSG00000282905,ENSG00000158805
HMGA1,ZNF276,0.821165202264042,0.04511309036491399,ENSG00000137309,ENSG00000158805
MTA2,ZNF276,0.9194494655375156,0.0094712613184344,ENSG00000149480,ENSG00000158805
SP3,ZNF276,0.8445509697655745,0.0343684351503481,ENSG00000172845,ENSG00000158805
YBX3,ZNF276,0.9673328632758017,0.0015832824987384655,ENSG00000060138,ENSG00000158805
SRF,ZNF276,0.9103940938373949,0.011684094932716474,ENSG00000112658,ENSG00000158805
MAX,ZNF276,0.9156930787008216,0.010361873129646012,ENSG00000125952,ENSG00000158805
ZNF276,ZNF384,0.9869547022203501,2.5415966819416103e-4,ENSG00000158805,ENSG00000126746
SMARCC1,ZNF276,0.8454023858612424,0.034003159314051144,ENSG00000173473,ENSG00000158805
LRRFIP2,ZNF276,0.8522651174709616,0.031126192378971577,ENSG00000093167,ENSG00000158805
ZNF276,ZNF740,0.9223719154125926,0.008805281217276037,ENSG00000158805,ENSG00000139651
PRDM14,ZNF276,0.8516477849898018,0.031380073609124204,ENSG00000147596,ENSG00000158805
PBX4,ZNF276,0.8943553050827928,0.01615166260808662,ENSG00000105717,ENSG00000158805
ZBTB17,ZNF276,0.9461879038537714,0.004265699572313547,ENSG00000116809,ENSG00000158805
SP1,ZNF276,0.9350082542212752,0.006198630333534318,ENSG00000185591,ENSG00000158805
TFCP2,ZNF276,0.9620233663489415,0.002135951635597038,ENSG00000135457,ENSG00000158805
ADNP2,ZNF276,0.9545782946516225,0.003047841503749916,ENSG00000101544,ENSG00000158805
HSF1,ZNF276,0.9587102630462487,0.0025220673199033337,ENSG00000284774,ENSG00000158805
RFXANK,ZNF276,0.9444591074891192,0.004541520095878236,ENSG00000064490,ENSG00000158805
PBRM1,ZNF276,0.8924577137836791,0.016726133255945762,ENSG00000163939,ENSG00000158805
KLF10,ZNF276,0.9858161192475179,3.003469356962645e-4,ENSG00000155090,ENSG00000158805
RARA,ZNF276,0.8888079225619567,0.01785814560195921,ENSG00000131759,ENSG00000158805
GATAD2B,ZNF276,0.8253637234256228,0.04308372998520071,ENSG00000143614,ENSG00000158805
GMEB1,ZNF276,0.9202988915583185,0.00927525868222016,ENSG00000162419,ENSG00000158805
ZNF276,ZNF777,0.857688506499038,0.028937755659162734,ENSG00000158805,NA
E2F5,ZNF276,0.9513943537833711,0.003486347631673262,ENSG00000133740,ENSG00000158805
KDM5B,ZNF276,0.908899884894301,0.01207081600997606,ENSG00000117139,ENSG00000158805
RELA,ZNF276,0.9650923330543504,0.001806549532180427,NA,ENSG00000158805
GMEB2,ZNF276,0.934903182154978,0.006218466542840088,ENSG00000101216,ENSG00000158805
NRF1,ZNF276,0.8629537721222702,0.026885524447509974,ENSG00000106459,ENSG00000158805
ZNF276,ZNF687,0.914844987450266,0.010568318729464343,ENSG00000158805,ENSG00000143373
SOX3,ZNF276,0.9603567375613037,0.0023262309423204065,NA,ENSG00000158805
RAC3,ZNF276,0.832221176282338,0.039863135929047486,ENSG00000169750,ENSG00000158805
USF1,ZNF276,0.8545454023770648,0.03019686558663608,ENSG00000158773,ENSG00000158805
SALL4,ZNF276,0.9615448533548994,0.0021897637524345578,ENSG00000101115,ENSG00000158805
ZNF276,ZNF335,0.9683841967556935,0.001483537591602829,ENSG00000158805,ENSG00000198026
DNMT3A,ZNF276,0.9243086501879788,0.008376945954276066,ENSG00000119772,ENSG00000158805
DNMT3B,ZNF276,0.9367598243815446,0.0058725208747389965,ENSG00000088305,ENSG00000158805
HMG20A,ZNF276,0.857400971678767,0.029051885567319528,ENSG00000140382,ENSG00000158805
KLF3,ZNF276,0.8725326569490183,0.02333634549456001,ENSG00000109787,ENSG00000158805
ZNF276,ZNF692,0.959576898649081,0.0024180144622419145,ENSG00000158805,ENSG00000171163
ZBTB26,ZNF276,0.8333184348195152,0.03935868061480733,ENSG00000171448,ENSG00000158805
GATAD2A,ZNF276,0.9478395251485467,0.004010115808359967,ENSG00000167491,ENSG00000158805
SCX,ZNF276,0.811528735500026,0.04993474307282191,ENSG00000260428,ENSG00000158805
ELK3,ZNF276,0.9279434367882174,0.007601158271680248,ENSG00000111145,ENSG00000158805
THAP9,ZNF276,0.8946214983097655,0.01607184836489726,ENSG00000168152,ENSG00000158805
HMGXB4,ZNF276,0.9829933168584283,4.313815089357668e-4,ENSG00000100281,ENSG00000158805
MXD3,ZNF276,0.8392156606768586,0.03669913914094013,ENSG00000213347,ENSG00000158805
SOX13,ZBTB48,0.9017260103754325,0.014012111414942423,ENSG00000143842,ENSG00000204859
ETV3,SOX13,0.896238066760066,0.015591229744972363,ENSG00000117036,ENSG00000143842
ARNT,SOX13,0.9691510766809451,0.001412805322353467,ENSG00000143437,ENSG00000143842
RLF,SOX13,0.9707116919195022,0.0012741456569139763,ENSG00000117000,ENSG00000143842
SOX13,ZBTB43,0.8689670091689431,0.024629572081832564,ENSG00000143842,ENSG00000169155
SOX13,ZNF319,0.9676861993993385,0.00154940182411703,ENSG00000143842,ENSG00000166188
SOX13,TCF3,0.9362779933704467,0.00596136977644483,ENSG00000143842,ENSG00000071564
MIER2,SOX13,0.9258360543687663,0.008046474612293788,ENSG00000105556,ENSG00000143842
SOX13,ZNF652,0.9026688113013063,0.013749013731082371,ENSG00000143842,ENSG00000198740
SOX13,ZBTB44,0.8240770665331807,0.04370100903102082,ENSG00000143842,ENSG00000196323
ARID3B,SOX13,0.8774894243660742,0.021593890829271937,ENSG00000179361,ENSG00000143842
FOXK2,SOX13,0.8485949127356417,0.032649883381309246,ENSG00000141568,ENSG00000143842
E2F4,SOX13,0.8985733310381586,0.014909346971055993,ENSG00000205250,ENSG00000143842
CTCFL,SOX13,0.9761630257027688,8.455299150582089e-4,NA,ENSG00000143842
PHTF1,SOX13,0.9346692256110329,0.006262745654967395,ENSG00000116793,ENSG00000143842
RERE,SOX13,0.9426369453353858,0.004841402920205451,ENSG00000142599,ENSG00000143842
SFPQ,SOX13,0.9173015188744236,0.009975769110963786,ENSG00000116560,ENSG00000143842
CREB3,SOX13,0.9330512814104827,0.006573159920319293,ENSG00000107175,ENSG00000143842
PPARD,SOX13,0.9252860465617944,0.008164729082070731,ENSG00000112033,ENSG00000143842
SOX13,TFAM,0.8564904796517215,0.02941468562079159,ENSG00000143842,ENSG00000108064
E2F1,SOX13,0.9010300057198976,0.014207881147108881,ENSG00000101412,ENSG00000143842
NFYC,SOX13,0.9432064353059814,0.004746669409214608,ENSG00000066136,ENSG00000143842
MLX,SOX13,0.9352297300473424,0.006156920079197605,NA,ENSG00000143842
NFYA,SOX13,0.9278032903270174,0.007630389534157391,ENSG00000001167,ENSG00000143842
SOX13,STAT3,0.914071354989279,0.010758361005692513,ENSG00000143842,ENSG00000168610
SOX13,STAT5B,0.8852417440030999,0.01899853400197226,ENSG00000143842,NA
NFATC3,SOX13,0.9036169018715307,0.013486867296581382,ENSG00000072736,ENSG00000143842
SOX13,ZBTB8B,0.8137064502550417,0.048825244489917895,ENSG00000143842,NA
PBX1,SOX13,0.8436511536295018,0.03475647185659663,ENSG00000185630,ENSG00000143842
MYBL2,SOX13,0.8821465559366989,0.020015692583520532,ENSG00000101057,ENSG00000143842
SOX13,ZNF511,0.8127013403054384,0.049335889605529704,ENSG00000143842,ENSG00000198546
KAT6A,SOX13,0.8217618870413904,0.04482202966504044,ENSG00000083168,ENSG00000143842
SMARCE1,SOX13,0.9499352014805303,0.0036969827666949724,ENSG00000073584,ENSG00000143842
MAFK,SOX13,0.8314554440404611,0.04021695588517188,ENSG00000198517,ENSG00000143842
SOX13,TCF12,0.8431300865915438,0.03498211387160421,ENSG00000143842,ENSG00000140262
MLXIP,SOX13,0.8578428499049054,0.028876580560741685,ENSG00000175727,ENSG00000143842
NCOR1,SOX13,0.9163797149418316,0.010196176873019599,ENSG00000141027,ENSG00000143842
NCOA3,SOX13,0.8121197546609746,0.04963248875273105,ENSG00000124151,ENSG00000143842
SOX13,YBX1,0.96296651995251,0.002031822653134764,ENSG00000143842,ENSG00000065978
ARNTL,SOX13,0.94412983814072,0.00459501382291437,ENSG00000133794,ENSG00000143842
NONO,SOX13,0.9652584316911618,0.0017894987233846482,ENSG00000147140,ENSG00000143842
SOX13,VEZF1,0.8951983845215005,0.015899529999647184,ENSG00000143842,ENSG00000136451
FOXO4,SOX13,0.858397086402141,0.02865741043039796,ENSG00000184481,ENSG00000143842
ETV5,SOX13,0.9719317713811222,0.0011706817541717151,ENSG00000244405,ENSG00000143842
SOX13,ZNF143,0.875057480703321,0.022440733776874687,ENSG00000143842,ENSG00000166478
SOX13,XBP1,0.9907076762211777,1.2911973836848421e-4,ENSG00000143842,ENSG00000100219
MNT,SOX13,0.8631873191851733,0.026796154430893553,ENSG00000070444,ENSG00000143842
E4F1,SOX13,0.9444982639782517,0.004535179093319374,ENSG00000167967,ENSG00000143842
SOX13,ZNF639,0.9438979609232364,0.004632869315902007,ENSG00000143842,ENSG00000121864
SOX13,ZBTB46,0.8953775789288291,0.01584618577051954,ENSG00000143842,ENSG00000130584
SOX13,THAP4,0.8899110518536314,0.017512249041309783,ENSG00000143842,ENSG00000176946
SMAD5,SOX13,0.864110646408559,0.026444213906389825,ENSG00000113658,ENSG00000143842
PLAGL2,SOX13,0.9149875252221927,0.010533483586523965,ENSG00000126003,ENSG00000143842
HINFP,SOX13,0.8285256552304874,0.04158420763146873,ENSG00000172273,ENSG00000143842
PATZ1,SOX13,0.9590846386383889,0.002476852669089195,ENSG00000100105,ENSG00000143842
SOX13,SSRP1,0.9126825845003125,0.011103628133237455,ENSG00000143842,ENSG00000149136
SOX13,STAT1,0.9114455149938342,0.011415627655111915,ENSG00000143842,ENSG00000115415
DNAJC1,SOX13,0.9336391480686571,0.006459525282369499,ENSG00000136770,ENSG00000143842
ADNP,SOX13,0.9456316505158641,0.004353521962622287,ENSG00000101126,ENSG00000143842
HBP1,SOX13,0.8784066452220133,0.021278540423154572,ENSG00000283847,ENSG00000143842
DNAJC2,SOX13,0.8798815693217654,0.020776095454773755,ENSG00000105821,ENSG00000143842
SOX13,ZC3H6,0.9876693944862405,2.271283522452688e-4,ENSG00000143842,NA
PHTF2,SOX13,0.8528319338895576,0.03089394418249593,ENSG00000006576,ENSG00000143842
SMARCA1,SOX13,0.8816393236354434,0.02018480242872624,ENSG00000102038,ENSG00000143842
SOX13,TCF7L2,0.8759262355525401,0.022136434220766707,ENSG00000143842,ENSG00000148737
FOXN2,SOX13,0.8965387078770384,0.015502621254230863,ENSG00000170802,ENSG00000143842
NFE2L2,SOX13,0.9107708826747514,0.011587539296401845,ENSG00000116044,ENSG00000143842
ATF2,SOX13,0.8337164198959597,0.03917645398290116,ENSG00000115966,ENSG00000143842
GATAD1,SOX13,0.8460484402634826,0.03372721478991764,ENSG00000157259,ENSG00000143842
MYNN,SOX13,0.8966201067844315,0.01547867222653156,ENSG00000085274,ENSG00000143842
SOX13,THAP5,0.9043137084091386,0.013295754146634342,ENSG00000143842,ENSG00000177683
HPF1,SOX13,0.8910615204348472,0.017154969762687967,ENSG00000056050,ENSG00000143842
MUM1,SOX13,0.9466602630337045,0.004191812132150564,NA,ENSG00000143842
RCOR3,SOX13,0.9247073418106244,0.00829006011433567,NA,ENSG00000143842
SMARCA5,SOX13,0.954340819693063,0.003079546886045983,ENSG00000153147,ENSG00000143842
MTA3,SOX13,0.8500951662500177,0.03202289859604537,ENSG00000057935,ENSG00000143842
KAT7,SOX13,0.9100593060211126,0.011770212743544069,ENSG00000136504,ENSG00000143842
DMAP1,SOX13,0.9300964386408578,0.007158969683952607,ENSG00000178028,ENSG00000143842
SOX13,ZNF410,0.8780900796108873,0.02138712866675431,ENSG00000143842,ENSG00000119725
MIER1,SOX13,0.91731808369043355,0.009971829764274081,ENSG00000198160,ENSG00000143842
SOX13,TBP,0.9181765366885529,0.00976871144089134,ENSG00000143842,ENSG00000112592
NR1D2,SOX13,0.9630242350094167,0.0020255340289600915,ENSG00000174738,ENSG00000143842
NR2C1,SOX13,0.9674107003638549,0.0015757877404413765,ENSG00000120798,ENSG00000143842
EAF2,SOX13,0.9283259376043563,0.007521655865151672,ENSG00000145088,ENSG00000143842
CNOT4,SOX13,0.8633457240935648,0.026735618986779612,ENSG00000080802,ENSG00000143842
SOX13,ZBTB1,0.9169167588528554,0.01006748290391794,ENSG00000143842,ENSG00000126804
HIF1A,SOX13,0.8337299866884632,0.03917024909597599,ENSG00000100644,ENSG00000143842
NFE2L1,SOX13,0.9597691930025788,0.002395219608241856,ENSG00000082641,ENSG00000143842
PHF5A,SOX13,0.8720132741049919,0.023522653198560603,ENSG00000100410,ENSG00000143842
SOX13,TEF,0.9004851698402971,0.014362044428812129,ENSG00000143842,ENSG00000167074
ATF4,SOX13,0.9695534149738769,0.0013763799005927415,ENSG00000128272,ENSG00000143842
NFKB1,SOX13,0.8328088899714499,0.03959256545497653,ENSG00000109320,ENSG00000143842
PRDM4,SOX13,0.9124304897086215,0.011166868844929217,ENSG00000110851,ENSG00000143842
E2F3,SOX13,0.8126237916786936,0.04937539049757723,ENSG00000112242,ENSG00000143842
HIVEP1,SOX13,0.8226686496063333,0.044381394765683695,ENSG00000095951,ENSG00000143842
SOX13,ZBTB2,0.9386901245163648,0.005523122376751205,ENSG00000143842,ENSG00000181472
KDM5A,SOX13,0.9581963589047489,0.0025847897535986827,ENSG00000073614,ENSG00000143842
FOXM1,SOX13,0.9164234635403047,0.010185663551484177,ENSG00000111206,ENSG00000143842
PCM1,SOX13,0.8300928977919175,0.040850159990152235,ENSG00000078674,ENSG00000143842
SOX13,ZNF516,0.8922894390880097,0.016777541864823355,ENSG00000143842,ENSG00000101493
ARID1B,SOX13,0.9210363675949459,0.009106703662436572,ENSG00000049618,ENSG00000143842
PLAGL1,SOX13,0.8358609241213272,0.03820136670870627,ENSG00000118495,ENSG00000143842
SOX13,TBPL1,0.917738164563808,0.009872181040202977,ENSG00000143842,ENSG00000028839
NFXL1,SOX13,0.8643358025272572,0.026358727234413553,ENSG00000170448,ENSG00000143842
FOXJ2,SOX13,0.9289934606153211,0.0073838880009702325,NA,ENSG00000143842
SOX13,TEAD4,0.9755224708473903,8.913913012636711e-4,ENSG00000143842,ENSG00000197905
LYAR,SOX13,0.8371763707806258,0.03760894923832469,ENSG00000145220,ENSG00000143842
SOX13,ZNF521,0.8278317849490197,0.041911145396832425,ENSG00000143842,ENSG00000198795
POU2F1,SOX13,0.9108092517720575,0.01157772861826752,ENSG00000143190,ENSG00000143842
NSD2,SOX13,0.8616749568084194,0.027377383289760533,ENSG00000109685,ENSG00000143842
GABPA,SOX13,0.943174104663148,0.00475202298125383,ENSG00000154727,ENSG00000143842
SOX13,ZNF451,0.9217129580490371,0.008953386209487572,ENSG00000143842,ENSG00000112200
KLF11,SOX13,0.8223383610877913,0.044541661311529264,ENSG00000172059,ENSG00000143842
E2F6,SOX13,0.8280285076317816,0.04181833212603505,ENSG00000169016,ENSG00000143842
MYCN,SOX13,0.8702979028763581,0.024142985543046346,ENSG00000134323,ENSG00000143842
SOX13,ZNF512,0.8890553724163668,0.017780272939398177,ENSG00000143842,ENSG00000243943
NCOA1,SOX13,0.9605902095714285,0.002299093077365992,ENSG00000084676,ENSG00000143842
CDC5L,SOX13,0.9418557853831404,0.004972839022247344,ENSG00000096401,ENSG00000143842
SOX13,TFDP1,0.9395732117949456,0.005366774010655642,ENSG00000143842,ENSG00000198176
SOX13,TSC22D1,0.8326295402384069,0.03967504266862398,ENSG00000143842,NA
GTF3A,SOX13,0.8920982251126542,0.016836050519800017,ENSG00000122034,ENSG00000143842
PSPC1,SOX13,0.85083811400991,0.03171453094247966,ENSG00000121390,ENSG00000143842
SOX13,YY1,0.9593907419192389,0.0024401831586095225,ENSG00000143842,NA
SIX4,SOX13,0.8954629181365193,0.015820811533901698,ENSG00000100625,ENSG00000143842
RFXAP,SOX13,0.8907124618860727,0.017262996590240474,ENSG00000133111,ENSG00000143842
MYCL,SOX13,0.8617837983190039,0.027335355912574844,ENSG00000116990,ENSG00000143842
SOX13,TGIF2,0.8858772228031986,0.018792844415371285,ENSG00000143842,ENSG00000118707
SOX13,ZNF414,0.8377729451815277,0.037341711199181254,ENSG00000143842,ENSG00000133250
SOX13,TFDP2,0.9528059173581471,0.0032883649025208512,ENSG00000143842,ENSG00000114126
SOX13,ZBTB7A,0.817893119812348,0.046724776149324354,ENSG00000143842,ENSG00000178951
ARID3A,SOX13,0.8517041047960122,0.031356871418770846,ENSG00000116017,ENSG00000143842
SOX13,ZNF362,0.9562515757703167,0.002829021340704367,ENSG00000143842,ENSG00000160094
SOX13,TSC22D2,0.9229668649264093,0.008672594535292654,ENSG00000143842,ENSG00000196428
SOX13,TFAP4,0.8880816662898461,0.01808764164341182,ENSG00000143842,ENSG00000090447
HMG20B,SOX13,0.9731952072811105,0.0010681157886468654,ENSG00000064961,ENSG00000143842
NFKBIB,SOX13,0.8426589906280211,0.035186707629766556,ENSG00000282905,ENSG00000143842
HMGA1,SOX13,0.9567704380136353,0.0027627989490149247,ENSG00000137309,ENSG00000143842
MTA2,SOX13,0.9566447529838327,0.002778769225805283,ENSG00000149480,ENSG00000143842
E2F7,SOX13,0.8597225767171932,0.02813646080673299,ENSG00000165891,ENSG00000143842
SOX13,SP3,0.9718264235041895,0.0011794442248644385,ENSG00000143842,ENSG00000172845
SOX13,YBX3,0.9091134867405486,0.012015159856952893,ENSG00000143842,ENSG00000060138
LEF1,SOX13,0.8372821264030992,0.03756151035662673,ENSG00000138795,ENSG00000143842
SOX13,SRF,0.972986753942874,0.0010847172021435667,ENSG00000143842,ENSG00000112658
MAX,SOX13,0.9089702838289294,0.012052459099309994,ENSG00000125952,ENSG00000143842
CEBPG,SOX13,0.9322496384060758,0.006729676387352372,ENSG00000153879,ENSG00000143842
SOX13,ZNF384,0.8918992341963835,0.016897042707073817,ENSG00000143842,ENSG00000126746
SMARCC1,SOX13,0.927097230117815,0.007778488458968897,ENSG00000173473,ENSG00000143842
LRRFIP2,SOX13,0.8816932864160997,0.02016677903323403,ENSG00000093167,ENSG00000143842
SOX13,ZNF740,0.9777696857450892,7.357873430769543e-4,ENSG00000143842,ENSG00000139651
PBX4,SOX13,0.8787758444735277,0.021152231407838885,ENSG00000105717,ENSG00000143842
OTX2,SOX13,0.8213683765144205,0.04501388418069578,ENSG00000165588,ENSG00000143842
HEY1,SOX13,0.8506494658396768,0.031792697783701834,ENSG00000164683,ENSG00000143842
SOX13,ZBTB17,0.9283695868944593,0.007512609303235684,ENSG00000143842,ENSG00000116809
SOX13,SP1,0.9761814458436788,8.442288701287867e-4,ENSG00000143842,ENSG00000185591
SOX13,ZBTB39,0.8310062424099544,0.04042519808093253,ENSG00000143842,ENSG00000166860
SOX13,TFCP2,0.9179756083753307,0.009816071144983002,ENSG00000143842,ENSG00000135457
SOX13,UBP1,0.9134715911730733,0.01090682204103406,ENSG00000143842,ENSG00000153560
ADNP2,SOX13,0.9513993001509148,0.0034856439311722848,ENSG00000101544,ENSG00000143842
HSF1,SOX13,0.9580519508048639,0.0026025515387862776,ENSG00000284774,ENSG00000143842
RFXANK,SOX13,0.8199507367891974,0.04570821092677127,ENSG00000064490,ENSG00000143842
PBRM1,SOX13,0.9465035460356293,0.004216255916094707,ENSG00000163939,ENSG00000143842
KLF10,SOX13,0.8337735946205946,0.039150307758693006,ENSG00000155090,ENSG00000143842
RARA,SOX13,0.8752443979409729,0.022375094752264756,ENSG00000131759,ENSG00000143842
