gene_id,gene_short_name,PS_cEpiblast,NP_Epiblast,Induced_5hrs,Induced_9hrs,Induced_12hrs,FC_0hrs,FC_5hrs,FC_9hrs,FC_12hrs,FC_PS,FC_NP
ENSGALG00000007831,TLX1,0,0.0649303,0.0729994,0,0.0480245,0,0.0729994,0,0.236988329,0,0.076562791
ENSGALG00000007843,ATRX,11.8853,22.152,34.4242,36.0188,30.0699,0.851415574,1.106439192,1.449967997,1.519364765,0.653684963,2.091054117
ENSGALG00000007845,REL,7.51102,5.45448,10.4201,6.99734,6.37833,0.863873667,2.240072404,0.609036312,0.747619416,0.555902423,2.228993159
ENSGALG00000007914,DNAJC1,39.4563,59.4299,42.768,47.6232,41.1428,0.844446783,1.38436888,1.32431974,1.132271958,0.947427946,1.538387266
ENSGALG00000007963,NFATC2,1.16161,1.94444,3.51124,4.04349,1.80875,0.35409428,1.915402911,2.199138508,1.151710613,3.192095674,2.992786001
ENSGALG00000007989,ADNP,48.1099,64.995,62.6834,73.2428,59.1183,0.697757301,1.228826053,1.703764702,1.329935661,0.992662822,1.584625512
ENSGALG00000008014,CEBPB,2.44922,0.445001,3.3169,21.7381,12.6501,1.577518165,0.498861473,0.229534387,0.156918176,0.244945025,0.097798549
ENSGALG00000008018,SNAI1,6.12187,5.56073,33.8683,56.8601,16.0978,0.110800365,5.662847216,1.518009985,0.660241082,0.732083193,1.283634425
ENSGALG00000008050,HBP1,8.79167,15.3428,7.77907,13.1733,13.5439,1.120486125,0.823758205,1.026989733,0.969887714,1.501007311,1.029697389
ENSGALG00000008127,SPI1,0,0,0,0,0.0273165,0.108877,0,0,0.0273165,0,0
ENSGALG00000008135,SATB2,0.323244,0.129101,0.17535,0.283131,0.15325,0,3.290189662,4.236458583,1.224403378,2.287529988,2.045459227
ENSGALG00000008249,DNAJC2,104.423,76.6845,115.526,110.033,123.682,1.073680384,1.182140697,1.34752051,1.639440309,0.741093227,1.066812369
ENSGALG00000008253,TBX5,0.0791627,0,0.0529146,0.0320402,0.0240068,0.653184565,0.0529146,0.765656551,0.196047495,0.486472519,0
ENSGALG00000008269,ZC3H6,14.5549,16.0351,11.3012,14.9935,13.4223,1.267971543,0.738360621,0.883456875,0.923624778,0.855938981,1.101183241
ENSGALG00000008303,LHX5,10.2301,145.66,15.1162,73.238,92.4406,0.030858218,29.50423547,251.5594087,67.67197898,12.44416602,15.76190286
ENSGALG00000008308,BHLHE40,2.13654,0.954511,0.979302,8.15305,7.10122,2.856156732,0.203974081,0.15258169,0.171768525,0.577619651,0.603815157
ENSGALG00000008335,PHTF2,8.75803,7.99255,11.5887,10.222,6.95342,0.597478578,1.286332708,1.100671257,0.975305352,1.056109387,2.4112875
ENSGALG00000008350,GZF1,6.71136,8.88067,9.77858,7.40343,5.72003,0.805405284,1.196010274,1.225934383,0.760287419,0.851505248,1.217939944
ENSGALG00000008393,CREB3L1,0.577397,2.66054,0.932368,2.96935,1.74464,0.726297985,0.454711626,0.359682732,0.371311393,0.749880842,1.332728885
ENSGALG00000008431,SMARCA1,7.27332,13.2287,10.491,11.3899,11.1795,1.008264226,0.849762672,0.974470197,1.036790073,0.978404221,1.085084568
ENSGALG00000008494,CREB1,3.89892,7.59146,9.0631,6.49207,6.18305,0.553628449,1.753068271,1.461865141,1.681766997,1.190891736,1.69128698
ENSGALG00000008501,KLF7,0.631201,1.14099,3.15201,1.95366,1.1574,0.793258905,3.348197641,0.506339415,0.363054628,0.703559255,0.587663592
ENSGALG00000008519,NR2C2,4.78907,5.34249,4.84537,6.26887,4.53747,1.211133515,0.812715638,1.236536679,0.968286926,0.920442206,1.179907197
ENSGALG00000008555,MXI1,8.16157,8.40691,5.35419,7.78058,8.6203,1.196104359,0.932160485,0.875050329,0.970551213,1.326530214,0.970061283
ENSGALG00000008611,ZBTB33,2.73146,5.3869,6.21101,4.97366,4.98935,0.831560406,0.795323846,0.786917979,0.621969994,0.805512303,0.900920337
ENSGALG00000008653,MGA,12.1954,14.9952,26.5144,24.7015,16.5087,0.662658782,1.892115235,2.362965868,1.707642275,1.01898364,2.315646427
ENSGALG00000008702,OVOL2,11.0172,2.58015,11.0108,13.0301,7.98055,0.926481273,0.432124832,0.360525151,0.260445664,0.625767498,0.209380173
ENSGALG00000008883,TCF7L2,7.42207,14.3889,8.81686,16.3021,12.2264,0.622947399,2.161286448,3.702321715,3.252584478,1.070682868,3.055013556
ENSGALG00000008886,ZNF618,3.19869,14.4346,8.11692,12.694,12.5994,1.138787865,0.718947741,1.185911809,1.287217424,0.90082882,1.675208319
ENSGALG00000008908,NEUROD1,0.120626,0,0.111838,0.0451501,0.0733947,2.615327527,0.469006991,0.176463392,0.303863988,0.645048475,0
ENSGALG00000008941,FEZF1,0.0483226,1.11741,0,0.108575,0.470876,1,0,0.108575,0.470876,0.96753564,10.70418622
ENSGALG00000008942,FOXN2,9.23521,13.262,12.8574,11.7124,10.2421,1.160942337,0.885843616,1.150089848,1.219731785,0.847640245,2.365776691
ENSGALG00000009129,DLX5,3.25087,12.997,4.4494,12.591,27.6522,9.340562773,0.088869981,0.233003995,0.425130681,0.281716712,0.05112139
ENSGALG00000009240,NFE2L2,10.0799,13.0343,14.35,15.2021,13.7405,1.384599303,0.740289822,0.705872793,0.680819332,0.520612966,1.078105873
ENSGALG00000009261,VAX1,0.0349243,0.0288546,0,0,0.0852942,1,0,0,0.473680352,0.967437493,0.95665724
ENSGALG00000009270,HOXD10,0,0,0,0,0.0344972,1,0,0,0.0344972,0,0
ENSGALG00000009274,HOXD12,0.0286044,0,0,0,0,1,0,0,0,0.967499061,0
ENSGALG00000009282,ELMSAN1,6.00103,7.51857,10.1162,10.8599,5.36461,0.701992843,1.558042721,2.273719869,1.682534555,1.160516341,2.637021423
ENSGALG00000009287,ATF2,9.1232,12.767,15.0012,11.6282,12.9475,1.016185372,0.838561814,0.738518796,0.779134422,0.843109168,1.058369049
ENSGALG00000009302,EMX2,0.14843,2.04506,0.644219,0.669047,1.27312,0.750948047,1.523066375,0.705783005,1.24600689,0.263808958,2.520825475
ENSGALG00000009341,CRAMP1,2.4992,4.1828,4.19832,4.37242,3.19209,1.024369272,1.199393207,1.252691653,0.98221176,1.230563187,1.41101066
ENSGALG00000009399,GATAD1,45.5097,30.7867,43.7646,31.9023,39.601,1.143860563,0.738640545,0.445381213,0.538152851,0.748418788,0.544049975
ENSGALG00000009409,MYNN,18.9762,13.9918,19.1085,16.9679,14.0267,0.91911453,1.2585789,1.783999007,1.756151733,1.333712864,2.061318927
ENSGALG00000009424,FOXP2,1.35693,1.02281,2.44025,1.98754,1.95107,1.002036677,2.275333806,0.980711822,0.523809524,0.849796777,0.603132389
ENSGALG00000009454,ZNF277,14.304,11.3685,21.8276,18.4766,18.7193,0.52270978,1.972171525,2.101093953,1.968045401,0.824034335,1.26806987
ENSGALG00000009494,THAP5,70.5179,57.5208,55.0966,47.2715,62.337,1.011933586,0.844605916,0.900363219,1.132057997,0.898308043,1.089126496
ENSGALG00000009604,DBX2,14.8079,6.32065,9.13084,9.58074,9.21291,0.807803006,1.340777168,1.182811788,1.084800865,0.887657355,0.575624972
ENSGALG00000009645,ESRRG,3.7413,5.44601,8.97811,9.08329,7.77221,2.41350351,0.286437001,0.467290696,0.542426336,0.418340191,0.345053253
ENSGALG00000009668,HPF1,114.664,117.229,82.1813,73.9843,88.1391,0.974056142,1.240025108,1.371067306,1.781264399,1.118029622,1.342063748
ENSGALG00000009709,MUM1,19.4963,22.2165,15.5979,16.6662,18.6816,0.877457863,0.895766931,1.023955076,0.882043825,0.953742069,1.023915087
ENSGALG00000009791,PROX1,0.14503,0.186875,1.18895,0.975293,0.53634,0.026823416,17.7861385,34.92344217,3.234237059,10.64979696,8.200767965
ENSGALG00000009817,ZNF770,6.77409,5.34211,6.3529,5.37616,6.49123,1.012493507,0.953981995,1.023508,1.103817396,0.731298377,1.209629284
ENSGALG00000009871,RCOR3,18.1605,27.0576,25.6977,27.8104,24.2546,0.495888737,1.426089225,1.918342289,1.837316587,1.569172146,1.870841054
ENSGALG00000009875,HMGA2,25.6556,38.9339,42.6504,64.3256,60.7901,1.111712903,1.053489079,1.881168024,2.518679798,0.588079154,2.230440486
ENSGALG00000009895,GRIP1,3.98484,5.42786,4.7832,5.93147,3.94238,1.345572002,0.848860218,1.065975242,0.748802924,1.11900075,1.170897654
ENSGALG00000009896,TRERF1,3.67469,2.9821,6.43778,4.52287,4.11238,0.922572688,1.116183832,0.634754027,0.486503496,0.573791968,0.299355334
ENSGALG00000009913,SMARCA5,162.481,147.25,168.433,166.88,169.991,0.867330036,1.407137904,1.300620382,1.544109365,0.849449492,1.807640088
ENSGALG00000009925,MTA3,98.7235,59.5105,66.1113,58.1683,64.3641,1.018269191,1.196727573,1.141266515,1.334532456,1.224758549,0.918281219
ENSGALG00000009944,KAT7,45.7046,50.3724,35.7665,34.6456,32.6026,0.895024674,1.461109522,1.483999469,1.567025868,1.135814312,1.74890807
ENSGALG00000009977,SMAD1,9.50123,12.6766,8.56164,7.00492,13.6348,1.811008171,0.507720499,0.3856082,0.729410632,0.762477329,0.380580391
ENSGALG00000009982,ZNF827,0.470934,1.07276,0.471113,1.11958,1.02892,2.851693755,0.503271549,0.950399402,1.025280255,0.516396517,0.908379623
ENSGALG00000010005,EPAS1,10.953,0.997464,17.2769,6.33631,5.24363,7.720945308,0.109371696,0.026725787,0.015931838,0.137284541,0.002364538
ENSGALG00000010035,NR3C2,1.87843,2.11921,1.87565,2.45195,1.91731,1.142228028,0.71739197,0.620575588,0.332848406,1.099345694,0.456467563
ENSGALG00000010036,FOSL2,1.41949,0.381166,4.5479,8.7829,2.9038,2.869104422,0.346903127,0.238159026,0.122702342,0.162593124,0.104514371
ENSGALG00000010104,DMAP1,32.2345,28.7895,30.4796,26.9123,23.9031,1.014255436,1.002292017,1.015631309,0.931422671,0.961867846,1.390091982
ENSGALG00000010114,PAX9,0.0555517,0.137603,0.102992,0.249467,0.518079,0.871540508,0.102992,6.352723374,5.434573724,0.48379447,4.298602672
ENSGALG00000010160,DMRT1,5.19327,2.06057,4.72752,3.17767,3.26125,1.239491319,0.733123878,0.642811917,0.680513069,0.813833988,0.266653122
ENSGALG00000010161,DMRT3,0.857063,0.0765173,1.89053,0.364281,0.479539,0,12.0304814,7.411376232,0.479539,2.3866109,0.182027591
ENSGALG00000010179,RFX3,2.72375,5.19936,6.60084,6.60218,5.2727,0.383307276,2.632417688,3.660455188,3.046183532,1.267562046,5.098261475
ENSGALG00000010180,GLIS3,0.0382333,0.189367,0.047227,0.114384,0.0928919,3.918140047,0.365321988,1.411743797,2.124821868,1.451463866,2.864236633
ENSGALG00000010193,ZNF410,11.3129,8.17921,10.1242,8.15981,9.34253,1.083167065,0.701374456,0.797799157,0.708003425,0.944473201,0.721678019
ENSGALG00000010322,JDP2,3.09075,3.71946,11.6547,37.9322,16.9532,1.333625061,0.332468977,0.416812171,0.336470485,0.308350377,0.132372662
ENSGALG00000010323,BATF,0.764962,0.265323,0.797861,2.03428,0.458402,1.80627954,0.573909885,1.773998884,0.310181683,0.656681747,0.194417129
ENSGALG00000010436,DMBX1,1.02269,36.3019,0.345195,6.69021,13.3843,0.218342676,0.345195,6.69021,83.79380075,10.64215696,67.80307134
ENSGALG00000010461,EBF3,0.11849,0.0625872,0.188842,0.340268,0.105505,0.653482806,0.188842,0.340268,0.105505,1.69459771,0.194633122
ENSGALG00000010500,NKX6-2,0.597974,19.2794,0.0887416,1.50476,13.6633,1.308495677,0.0887416,7.411369524,110.9034091,2.687608149,66.62657889
ENSGALG00000010642,IRF2,0.130352,2.58753,2.67887,5.87184,4.51544,1.658277557,0.512301376,0.503704975,0.464591112,0.082191746,0.473029842
ENSGALG00000010665,FOXN3,3.32756,4.76942,6.26244,5.20659,5.25722,1.572792713,0.499875479,0.642132487,0.508101055,0.920530149,0.895472339
ENSGALG00000010705,ZBTB18,2.12676,2.45565,2.37007,2.96697,2.74174,0.52843165,0.799254725,1.248840381,0.967168876,1.446549179,1.02948883
ENSGALG00000010721,GLIS1,0.608073,0.546735,0.221265,0.462814,0.250516,1.780417147,0.753758316,1.183379997,1.034895009,1.354723362,0.924280462
ENSGALG00000010794,MEOX2,0.0331324,0.0136773,0,0,0.0201427,1,0,0,0.708661113,0.645069847,0.955078698
ENSGALG00000010836,AHR,0.531686,0.560488,0.564764,0.546056,0.466289,5.710863299,0.26190739,0.240128055,0.242372846,0.375505678,0.35483581
ENSGALG00000010862,FERD3L,0.0740615,0,0.138125,0,0,0,0.138125,0,0,0.0740615,0
ENSGALG00000010870,JUN,17.4772,13.1284,35.6015,90.233,40.2408,0.311986854,1.416259244,0.534825001,0.419202947,1.024124696,0.563032598
ENSGALG00000010924,NFIA,0.397841,1.00055,0.662122,1.96709,1.53135,1.852241732,0.907088508,3.035393819,8.034618089,0.606512092,2.301924732
ENSGALG00000010926,SPP1,2.47,0.416317,2.19777,1.69913,2.27234,0.724006607,0.540864391,0.091800205,0.021571688,1.316911922,0.026186918
ENSGALG00000010927,DMP1,0.529235,0.0431083,0.0717172,0.115937,0.111604,3.858920873,0.460744595,1.444570013,0.666113581,1.894028051,0.620966476
ENSGALG00000010936,MYF6,0.402083,0.142338,0.106609,0.322831,0.0700401,3.273888696,0.182077938,0.529374339,0.283955177,0.967494562,0.191224558
ENSGALG00000010971,CSRNP3,3.69272,2.64126,3.22641,4.33036,1.97394,0.981964474,1.047705796,2.211624106,0.853503405,1.150161496,0.572000918
ENSGALG00000010974,GSC,9.45433,3.70477,0.908546,1.46759,7.37676,0.328039527,2.17968735,16.94238442,7.37676,6.235213813,17.5541583
ENSGALG00000011019,ROR1,29.499,83.4704,48.7852,52.9838,47.4383,0.268095652,3.251652981,2.044009799,1.803415359,1.737023406,1.768335777
ENSGALG00000011118,MIER1,15.6687,21.6896,17.8324,16.1373,16.7486,0.715579507,1.403010204,1.5642072,1.486584121,0.988948358,1.733143688
ENSGALG00000011171,TBP,72.385,50.5919,56.0442,54.2284,49.8044,1.168509855,0.925622155,0.834620777,0.957197083,0.954388195,1.129396926
ENSGALG00000011254,SATB1,0.69484,0.764975,0.834572,1.51033,1.21849,0.991330886,1.043782557,0.921219404,0.77706848,1.533565224,0.341479256
ENSGALG00000011291,NR1D2,13.8869,11.7512,13.695,16.5511,13.1555,0.83792625,0.937493582,1.057672891,1.207668934,0.637903315,3.424777704
ENSGALG00000011294,THRB,0,0.305823,0.2992,0.276256,0.376991,1.499385027,0.612111293,0.602986821,0.989914188,0,1.145687698
ENSGALG00000011298,RARB,1.85896,3.56736,3.49712,4.99089,5.34057,3.474973693,0.202696343,0.274065105,0.293773653,1.007233381,0.118682547
ENSGALG00000011327,NR2C1,28.7164,26.0399,29.6489,32.7573,28.8723,0.801355194,1.14499274,1.304131284,1.220939969,1.01504376,1.231037971
ENSGALG00000011369,LHX8,0.0385304,0.0159073,0,0,0.0234391,1,0,0,0.07877021,0.148858557,0.068236531
ENSGALG00000011393,ZNF142,5.27555,4.68878,4.98299,4.44302,4.34973,0.884577332,0.897061815,0.899010951,0.972959008,1.121717591,0.950797133
ENSGALG00000011404,HOPX,0.735277,1.27582,0.887794,0.910024,1.16774,5.144459188,0.228695592,0.431329835,0.739136764,0.552810754,0.257604545
ENSGALG00000011489,T,11.9476,3.29513,8.91645,4.53141,25.4869,0.175622585,36.94039126,21.37084565,102.5114128,1.625050666,21.90008108
ENSGALG00000011594,NR1H4,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000011630,GLI2,1.84926,23.0677,2.96766,9.14866,10.108,0.208895224,2.119393818,3.097167116,2.917643255,5.457797296,5.458131226
ENSGALG00000011635,TFCP2L1,2.01586,2.21361,1.67041,1.68592,1.67071,4.079567292,0.08493639,0.098556079,0.072617149,1.095790481,0.17879811
ENSGALG00000011657,EAF2,58.8776,42.9464,41.3291,44.083,51.6209,1.665758509,0.717608798,0.891022868,1.083562133,0.497331633,1.592896459
ENSGALG00000011682,CNOT4,15.9405,11.5391,13.3497,11.1006,9.47153,0.905675783,0.895232028,0.941422914,0.806492622,1.02643932,1.072038425
ENSGALG00000011718,ZBTB1,21.8543,19.5522,26.2065,24.1821,20.7492,0.422841661,2.755431954,1.990214394,1.940755568,1.389815957,2.707633421
ENSGALG00000011801,ESR2,0.153147,0.0772444,0.0157572,0.152647,0.0413019,5.220496027,0.548444695,8.470600639,0.943797502,2.17728865,0.524911489
ENSGALG00000011870,HIF1A,23.1125,45.7168,36.6504,42.4232,51.181,0.841305961,1.735883373,1.709248261,2.295904864,1.006032933,1.651630431
ENSGALG00000011937,NFE2L1,49.517,47.8527,41.6662,69.2614,41.8234,0.938136907,0.924563638,0.998964421,0.901926196,1.314742094,0.847020903
ENSGALG00000011953,PHF5A,226.214,159.012,191.612,147.801,188.359,0.935531178,1.039262799,0.953659434,1.255852252,0.994985793,1.000044024
ENSGALG00000011958,TEF,20.098,30.2132,31.4068,32.791,28.7875,0.793070291,1.1965726,1.476274086,1.457314542,1.285802939,1.778994659
ENSGALG00000011963,PRDM5,1.25887,1.50615,1.82896,2.49175,2.38398,0.791564605,1.152166107,1.404562468,1.198419521,1.322952496,1.033258556
ENSGALG00000012037,ARID4A,5.06153,9.73794,8.69509,9.43237,8.02904,1.14122223,1.055502211,1.130652893,0.98501325,0.868796463,1.319736539
ENSGALG00000012049,ZNF148,1.76021,3.27651,3.03541,3.53036,3.29837,0.952497356,0.845369754,1.250667781,1.094280719,0.896273779,1.170725694
ENSGALG00000012068,NEUROG2,13.8272,3.64611,9.44686,6.58768,2.3566,0.325692346,4.583851715,6.776354025,2.329553879,2.126790373,2.797920424
ENSGALG00000012115,WT1,0.915763,0.526179,1.32526,0.609956,0.797575,0.453105806,1.32437267,1.855300459,0.526761596,1.518544805,0.336858043
ENSGALG00000012123,PAX6,0.313519,2.57147,0.512336,1.23806,3.88484,1.430834452,1.272309167,0.712290149,2.737306408,0.770455143,1.037305516
ENSGALG00000012135,ATF4,451.316,460.173,404.319,614.374,376.858,0.432532233,1.151577898,1.074986265,0.976594366,1.233697078,1.305566431
ENSGALG00000012145,TBPL2,0.0348392,0,0.129407,0.156761,0.0425424,1.966361943,0.087289713,0.033610489,0.005638975,0.322477693,0
ENSGALG00000012277,MAFF,9.14667,8.35894,12.9434,24.8848,12.928,0.486887526,1.70417545,0.66633285,0.57858933,1.18462995,1.084126428
ENSGALG00000012290,SOX10,0.597417,0.582744,0.13412,0.121808,0.0769065,3.099947808,0.974907685,1.588227548,2.477657861,1.485269549,0.658810974
ENSGALG00000012304,NFKB1,17.2693,11.1305,16.5407,13.5383,10.9865,1.416850557,0.598732363,0.666619068,0.734691285,0.710489505,0.546942566
ENSGALG00000012538,NR4A2,0.291032,0.0937328,0.309772,1.3529,0.146396,1.88242643,0.856954742,1.730783746,0.802059992,1.803440412,1.526866377
ENSGALG00000012557,ISX,0.26624,0,0.211984,0.0856014,0.0929577,11.36732018,0.125817729,0.006658582,0.003159269,0.102603629,0
ENSGALG00000012619,PRDM4,10.3716,10.4386,9.53751,8.25481,7.49405,0.878477716,1.03678504,0.808954068,0.67737314,1.066114607,0.864788289
ENSGALG00000012644,FOXD1,0.0614615,0.050741,0.0854328,0,0.0373546,0.87108113,0.0854328,0,0.0373546,0.0614615,0.106108101
ENSGALG00000012647,RFX4,0.155383,4.15686,0.0525069,0.951152,2.38672,1.306411157,0.0525069,15.83819976,2.38672,10.62542311,169.6961532
ENSGALG00000012680,E2F3,10.0435,14.7539,19.4718,16.5603,14.1705,0.686382358,1.293248763,1.384883633,1.547396491,0.668893314,2.582726043
ENSGALG00000012702,JARID2,39.9542,23.2345,60.7118,57.7752,39.6983,0.687704861,1.259463328,1.746365969,1.4857037,1.127359941,0.699771105
ENSGALG00000012739,HIVEP1,6.98218,6.54114,10.5974,9.45081,6.60913,0.434413158,1.877836273,1.18954723,1.042490634,1.431707547,1.089182506
ENSGALG00000012768,GCM2,0.0204054,0,0,0,0,0.0494829,0,0,0,0.967571233,0
ENSGALG00000012775,TFAP2A,2.35991,23.7198,26.4694,42.5371,41.7985,3.410723326,0.221388245,0.394464691,0.50676458,0.036255494,0.181783207
ENSGALG00000012799,RREB1,0.653055,0.241805,1.34223,1.83765,1.56619,6.846419764,0.113025136,0.141440381,0.127179491,0.103499182,0.02956514
ENSGALG00000012830,IRF4,0.114032,0.0894853,0.0365078,0.110532,0.119649,2.611009154,1.096590482,1.764759416,7.081582405,1.65886202,2.099953066
ENSGALG00000012877,CREB3L2,18.4668,31.2882,45.163,39.4991,30.9984,0.575570711,1.935004284,1.123838437,1.089984634,1.636213817,1.623362406
ENSGALG00000012921,ETV6,7.61816,7.21434,5.78177,5.32948,5.33355,0.783120048,1.422406625,1.512617253,1.377832946,1.16721211,1.564091335
ENSGALG00000012966,ZBTB2,32.5086,24.4215,25.326,25.3515,23.7995,0.997386085,0.898196585,0.983031591,0.998560867,0.919134715,1.037526234
ENSGALG00000012973,ESR1,0.0149091,0.0123083,0,0,0,1,0,0,0,0.967626997,0.0123083
ENSGALG00000012986,KDM5A,19.9696,23.2946,20.8082,20.8047,17.6953,0.831681741,1.212846443,1.248519219,0.950333242,1.211732867,1.492478216
ENSGALG00000013086,IKZF1,0.0120826,0.0498689,0.0377576,0.0813261,0.0293513,1.548639214,1.094302657,0.0813261,0.20996409,0.967653065,4.773468235
ENSGALG00000013193,IRX2,0.293296,20.308,1.71569,7.5517,8.02136,0.031907279,1.71569,39.43920158,41.42109122,1.796881605,8.537687661
ENSGALG00000013342,GBX2,8.27573,38.8262,13.5463,37.4808,68.6347,0.114402457,21.25476598,148.7539936,77.68825633,0.742104791,22.68959029
ENSGALG00000013420,FOXM1,25.007,32.6393,33.0623,28.9894,28.2814,0.56210548,1.488944031,2.440287891,2.063010621,1.113932283,1.810086569
ENSGALG00000013431,RAX2,0,0.0476856,0,0,0.105594,0.07016,0,0,0.105594,0,0.637423656
ENSGALG00000013454,HOXB1,0.228274,1.19356,1.29741,5.05522,23.3813,0.539678282,16.79649521,14.24563421,30.88181297,0.099412948,1.042774768
ENSGALG00000013481,IKZF3,0.563917,0.286566,0.201124,0.438465,0.316838,6.016835385,0.143947896,0.59556085,0.472784573,0.718758404,0.246584749
ENSGALG00000013568,NR4A3,0.0515179,0.241031,0.191,5.78287,0.960617,0.653507853,0.715967193,3.529303705,4.657311161,1.423858338,1.99084001
ENSGALG00000013571,F11,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000013602,PCM1,14.5119,26.4698,27.3327,26.447,28.9056,0.899259861,1.152330361,1.486563204,1.682808407,0.78803067,1.720885479
ENSGALG00000013657,ZNF236,3.01004,4.0513,4.04254,4.69135,3.16778,1.042767666,0.900796392,1.370657668,1.025300928,0.829918581,1.390627092
ENSGALG00000013660,ZNF516,7.46533,10.9924,11.4524,14.2759,11.9087,0.500742203,1.779854098,2.830890956,1.981579779,1.041500532,2.225006528
ENSGALG00000013672,TSHZ1,0.0745119,0.0999384,0.0690045,0.208901,0.972281,4.894869175,0.274177719,0.588233141,1.844907478,0.168291113,0.263997591
ENSGALG00000013683,ARID1B,7.43306,11.1538,10.1412,12.9215,9.74795,0.846474776,1.323346339,1.586756785,1.316018982,1.256197705,1.900631681
ENSGALG00000013754,PLAGL1,6.8489,11.8578,12.3271,15.6321,13.0686,1.24710597,0.653170982,0.832362463,0.801838229,0.71717507,1.140545948
ENSGALG00000013793,CLOCK,0.377102,0.784861,1.27859,1.33923,1.24811,1.040638516,0.527695349,0.716296011,0.624589024,0.561610806,0.570285411
ENSGALG00000013795,HIVEP2,0.740203,0.169854,2.84299,2.12047,0.657422,0.615095375,0.806776034,0.329937699,0.110003012,0.804286104,0.062715169
ENSGALG00000013862,OLIG3,0.0922541,2.44014,0.25731,0.727416,3.78388,0.875609187,3.265923136,7.410800337,47.68138149,1.934664715,8.755435953
ENSGALG00000013882,MXD1,3.26987,3.52621,3.11766,2.18123,2.35137,0.887332166,0.842492406,0.678063945,0.760606708,1.211691247,0.826863733
ENSGALG00000013956,MYB,1.70021,3.17478,3.27838,2.8122,2.67168,0.481835541,1.39888887,1.457710231,1.948907985,1.19084841,1.398187295
ENSGALG00000013981,TBPL1,59.5267,65.1804,55.5443,46.6183,49.8436,0.719965865,1.39493002,1.415760399,1.562911748,1.013629328,1.866606337
ENSGALG00000014096,ARNTL2,6.67441,4.86442,7.26577,7.27642,5.76587,1.289830259,0.900416887,0.812149393,0.64140195,0.528758279,0.552118732
ENSGALG00000014138,NFXL1,10.1145,12.4288,16.3798,15.8736,14.1496,0.907776652,0.979377806,1.003508639,1.027820958,0.8433529,1.318024533
ENSGALG00000014250,PHOX2B,0,0.0331488,0,0,0.0490438,1,0,0,0.711047641,0,0.0331488
ENSGALG00000014297,IRF7,7.75738,2.12619,8.91007,10.3351,5.08498,0.398790357,1.388328472,0.143938086,0.085925268,0.897210422,0.960816124
ENSGALG00000014329,FOXJ2,9.54825,12.3425,12.9892,14.1857,11.7843,1.086525729,0.806442,0.759613171,0.668582419,0.934764944,0.960834838
ENSGALG00000014342,TEAD4,29.9684,28.886,30.0525,35.4808,33.0195,0.504600283,1.235233915,1.073221194,0.929935534,1.302634095,1.480164383
ENSGALG00000014365,RBPJ,5.38769,10.1148,10.6564,12.4021,12.6957,1.102764536,0.749400488,1.211817125,1.249933544,0.722115593,1.448501634
ENSGALG00000014645,MEF2C,0.0624188,0.0686697,0.0385798,0.0467252,0.0253205,1.307813934,0.0385798,1.058772079,0.177125888,1.45139073,0.95542579
ENSGALG00000014795,TGIF1,123.896,55.4685,100.848,90.8023,56.684,0.550674282,3.573635719,2.50257141,1.674727521,1.887769328,1.488835445
ENSGALG00000014859,ZNF131,0.0531849,0.0731534,0.076589,0.0132473,0.0358363,0.559084203,1.280367114,1.058826821,3.538269386,0.791757725,1.192701625
ENSGALG00000014884,ISL1,0.0974997,0.0321982,0.0361434,0.13136,0.23727,1.307527792,0.5471216,1.588284227,0.23727,0.967585297,0.040643927
ENSGALG00000014918,RFX6,0.0332053,0.00913628,0.0205045,0.0496607,0.0403221,1.305679241,0.548165119,0.264703186,1.062158873,1.451483599,0.238651098
ENSGALG00000014954,ZNF518B,0.791174,4.12554,2.18947,2.02502,4.36111,0.472785651,0.78248734,0.6939563,0.634014968,0.894046575,2.488067884
ENSGALG00000014976,GATA6,1.46179,0.118377,0.79796,1.03098,0.384444,10.03982656,0.074150204,0.040333156,0.021219367,0.169560159,0.018821189
ENSGALG00000015000,LYAR,68.7045,46.9331,78.1449,63.7135,77.7667,1.190656076,0.948757672,0.929081075,1.356472429,0.540788697,1.80260252
ENSGALG00000015008,ZNF366,0,0.0231333,0,0,0.0340517,1,0,0,1.416807786,0,0.0231333
ENSGALG00000015009,ZBTB49,4.13104,4.10793,4.26316,3.61815,3.88065,0.753124443,0.92636913,1.189359324,1.438087368,1.202428702,1.100171403
ENSGALG00000015013,MSX1,8.93648,43.7057,25.147,13.4061,33.9691,4.972203444,0.084314324,0.040345064,0.109646005,0.055651611,0.129749411
ENSGALG00000015094,ZBTB20,0.236109,0.10319,0.283106,0.405182,0.253149,0.712524637,1.506604225,1.96634928,1.180649675,1.495430276,8.593652406
ENSGALG00000015101,BNC2,0,0.0330762,0,0.0674138,0.0608119,0.0726747,0,1.588225039,0.48013438,0,1.100504067
ENSGALG00000015112,ZNF521,10.5139,24.881,12.5626,20.1197,20.8734,0.585159919,1.729244754,2.932434934,2.663456238,3.222740244,2.137065604
ENSGALG00000015150,RORB,0.1075,0.0760706,0.170774,0.0689382,0.354678,0.871081078,2.19078933,1.05879751,6.731116311,0.967622888,1.909944337
